Key,Type,Desc,English,Chinese,ChineseTraditional,German,Portuguese,Russian,Italian,Spanish,Polish,Japanese,Korean,Vietnamese,French
Red96fCardName,Text,,Chimo the Brave,勇者奇莫,勇者奇莫,,,,,,,勇者チモ,,,
Red96fFlavourText,Text,,,,,,,,,,,,,,
Red97CardDescription,Text,,"Range 2
When summoning followers: The unit gains ATK +1","射程2
召唤随从时：此单位获得+1攻击","射程2
召喚隨從時：此單位獲得+1攻擊",,,,,,,"射程2
従者召喚時：このユニットの攻撃力+1",,,
Red97CardName,Text,,Superhero Chimo,超人奇莫,超人奇莫,,,,,,,スーパーマンチモ,,,
Red97FlavourText,Text,,,,,,,,,,,,,,
Red98CardDescription,Text,,"Range 2
When summoning followers: The unit gains ATK +1","射程2
召唤随从时：此单位获得+1攻击","射程2
召喚隨從時：此單位獲得+1攻擊",,,,,,,"射程2
従者召喚時：このユニットの攻撃力+1",,,
Red98CardName,Text,,Superhero Chimo⭐⭐,超人奇莫⭐⭐,超人奇莫⭐⭐,,,,,,,スーパーマンチモ⭐⭐,,,
Red98FlavourText,Text,,,,,,,,,,,,,,
Red99CardDescription,Text,,"Range 2
When summoning followers: The unit gains <color=upgrade>ATK</color> +2","射程2
召唤随从时：此单位获得<color=upgrade>+2</color>攻击","射程2
召喚隨從時：此單位獲得<color=upgrade>+2</color>攻擊",,,,,,,"射程2
従者召喚時：このユニットの攻撃力<color=upgrade>+2</color>",,,
Red99CardName,Text,,Saiyan Chimo⭐⭐⭐,赛亚人奇莫⭐⭐⭐,賽亞人奇莫⭐⭐⭐,,,,,,,サイヤ人チモ⭐⭐⭐,,,
Red99FlavourText,Text,,,,,,,,,,,,,,
Red99dCardDescription,Text,,"Range 2
When summoning followers: The unit gains <color=upgrade>ATK</color> +3. <color=upgrade>Attack: Returns to hand</color>","射程2
召唤随从时：此单位获得<color=upgrade>+3</color>攻击，<color=upgrade>攻击：返回手牌</color>","射程2
召喚隨從時：此單位獲得<color=upgrade>+3</color>攻擊，<color=upgrade>攻擊：返回手牌</color>",,,,,,,"射程2
従者召喚時：このユニットの攻撃力<color=upgrade>+3</color>。<color=upgrade>攻撃：手札に戻す</color>",,,
Red99dCardName,Text,,One-punch Chimo,一拳超人奇莫,一拳超人奇莫,,,,,,,ワンパンマンチモ,,,
Red99dFlavourText,Text,,,,,,,,,,,,,,
RedPathCardDescription,Text,,"Flame Knight used to be the bravest warriors of the Northern Kingdom, comprising Fire Riders, Archer Corps, and Mercenaries. After losing the War of Exile, they came to the West and built the Knight's Fortress.",炎之骑士原是北境王国中最英勇的战士，他们由炎骑兵，弓兵团和雇佣兵组成。在流放战争失败后，他们来到了西边建立了骑士堡垒。,炎之騎士原是北境王國中最英勇的戰士，他們由炎騎兵，弓兵團和雇傭兵組成。在流放戰爭失敗後，他們來到了西邊建立了騎士堡壘。,,,,,,,炎騎兵、弓兵団、傭兵で構成される炎の騎士はもともと北王国で最も英雄的な戦士だった。亡命戦争の失敗後、西に来て騎士の砦を築いた。,,,
RedPathCardName,Text,,Flame Knight,炎之骑士,炎之騎士,,,,,,,炎の騎士,,,
RedPathTooltip,Text,,"An allied deck that is offensive but steady, focusing on defeating enemies before they retaliate.",激进稳妥的同盟牌组，着重于在对手有机会进行报复之前击垮对手。,激進穩妥的同盟牌組，著重于在對手有機會進行報復之前擊垮對手。,,,,,,,反撃される前に相手を倒すことに重点を置いた、攻撃的で確実な同盟デッキ。,,,
RedPillarCardDescription,Text,,Deal 2 DMG on enemy heroes when they summon a follower,每当敌方英雄召唤一个随从时，对其造成2点伤害,每當敵方英雄召喚一個隨從時，對其造成2點傷害,,,,,,,敵ヒーローが従者1体を召喚するたびに、相手に2ダメージを与える,,,
RedPillarCardName,Text,,Red Pillar,红色支柱,紅色支柱,,,,,,,赤い柱,,,
Redn100aCardDescription,Text,,Move: Inflict Burn 1 on adjacent enemy units,移动：对相邻敌方单位施加灼烧1,移動：對相鄰敵方單位施加灼燒1,,,,,,,移動：隣接する敵ユニットに燃焼1を付与する,,,
Redn100aCardName,Text,,Grilling Superhero,烤火超人,烤火超人,,,,,,,暖をとるスーパーマン,,,
Redn100bCardDescription,Text,,Move: Inflict Burn 2 on adjacent enemy units,移动：对相邻敌方单位施加灼烧2,移動：對相鄰敵方單位施加灼燒2,,,,,,,移動：隣接する敵ユニットに燃焼2を付与する,,,
Redn100bCardName,Text,,Grilling Superhero,烤火超人,烤火超人,,,,,,,暖をとるスーパーマン,,,
Redn100cCardDescription,Text,,<color=upgrade>Gains Block</color>. Move: Inflict Burn 2 on adjacent enemy units,<color=upgrade>获得格挡</color>、移动：对相邻敌方单位施加灼烧2,<color=upgrade>獲得格擋</color>、移動：對相鄰敵方單位施加灼燒2,,,,,,,<color=upgrade>ブロック</color>、移動を獲得する：隣接する敵ユニットに燃焼2を付与する,,,
Redn100cCardName,Text,,Volcano Superhero,火山超人,火山超人,,,,,,,火山スーパーマン,,,
Redn100dCardDescription,Text,,"<color=upgrade>Leap 2</color>
Move: Inflict Burn 2 on adjacent enemy units","<color=upgrade>跳跃2</color>
移动：对相邻敌方单位施加灼烧2","<color=upgrade>跳躍2</color>
移動：對相鄰敵方單位施加灼燒2",,,,,,,"<color=upgrade>ジャンプ2</color>
移動：隣接する敵ユニットに燃焼2を付与する",,,
Redn100dCardName,Text,,Meteor Superhero,陨石超人,隕石超人,,,,,,,隕石スーパーマン,,,
Redn101aCardDescription,Text,,"Range 2
Attack: Chain: Deal 1 DMG","射程2
攻击：连锁：造成1点伤害","射程2
攻擊：連鎖：造成1點傷害",,,,,,,"射程2
攻撃：連鎖：1ダメージを与える",,,
Redn101aCardName,Text,,Wizard Chimo,巫师奇莫,巫師奇莫,,,,,,,ウィザードチモ,,,
Redn101bCardDescription,Text,,"Range 2
Attack: Chain: Deal 1 DMG","射程2
攻击：连锁：造成1点伤害","射程2
攻擊：連鎖：造成1點傷害",,,,,,,"射程2
攻撃：連鎖：1ダメージを与える",,,
Redn101bCardName,Text,,Wizard Chimo,巫师奇莫,巫師奇莫,,,,,,,ウィザードチモ,,,
Redn101cCardDescription,Text,,"Range 2
Attack: Chain: deals <color=upgrade>damage </color>","射程2
攻击：连锁：造成<color=upgrade>攻击伤害</color>","射程2
攻擊：連鎖：造成<color=upgrade>攻擊傷害</color>",,,,,,,"射程2
攻撃：連鎖：<color=upgrade>攻撃ダメージ</color>を与える",,,
Redn101cCardName,Text,,Gale Wizard Chimo,狂风巫师奇莫,狂風巫師奇莫,,,,,,,狂風のウィザードチモ,,,
Redn101dCardDescription,Text,,"Range 2
Attack: Chain: deals 1 damage <color=upgrade>2 times</color>","射程2
攻击：连锁：造成1点伤害<color=upgrade>2次</color>","射程2
攻擊：連鎖：造成1點傷害<color=upgrade>2次</color>",,,,,,,"射程2
攻撃：連鎖：1攻撃ダメージを<color=upgrade>2回</color>与える",,,
Redn101dCardName,Text,,Storm Wizard Chimo,风暴巫师奇莫,風暴巫師奇莫,,,,,,,嵐のウィザードチモ,,,
Redn102aCardDescription,Text,,Followers summoned to tiles adjacent to this follower gain range +１,在此随从相邻格子召唤的随从，获得+１射程,在此隨從相鄰格子召喚的隨從，獲得+１射程,,,,,,,この従者に隣接マスで召喚された従者は、射程+1,,,
Redn102aCardName,Text,,Archer Warlord,弓兵督军,弓兵督軍,,,,,,,弓兵監軍,,,
Redn102bCardDescription,Text,,Followers summoned to tiles adjacent to this follower gain range +１,在此随从相邻格子召唤的随从，获得+１射程,在此隨從相鄰格子召喚的隨從，獲得+１射程,,,,,,,この従者に隣接マスで召喚された従者は、射程+1,,,
Redn102bCardName,Text,,Archer Warlord⭐⭐,弓兵督军⭐⭐,弓兵督軍⭐⭐,,,,,,,弓兵監軍⭐⭐,,,
Redn102cCardDescription,Text,,"Followers summoned to tiles adjacent to this follower gain range +１
Move: Get a {{Warrior44}}","在此随从相邻格子召唤的随从，获得+１射程
移动：获得一张{{Warrior44}}","在此隨從相鄰格子召喚的隨從，獲得+１射程
移動：獲得一張{{Warrior44}}",,,,,,,"この従者に隣接マスで召喚された従者は、射程+1
移動：{{Warrior44}}を1枚獲得する",,,
Redn102cCardName,Text,,Archer Warlord⭐⭐⭐,弓兵督军⭐⭐⭐,弓兵督軍⭐⭐⭐,,,,,,,弓兵監軍⭐⭐⭐,,,
Redraw,Text,,Draw the Selected Again,重抽所选,重抽所選,,,,,,,もう一度引く,,,
ReforgeCardDescription,Text,,"Upgrades a {{FireTendril}} to Lv.3. If it is already Lv.3, evolves it into {{ForgeTender}}.",将一个{{FireTendril}}的等级提升到3，如果它已经3级，则将其进化为{{ForgeTender}},將一個{{FireTendril}}的等級提升到3，如果它已經3級，則將其進化為{{ForgeTender}},,,,,,,{{FireTendril}}1体のレベルを3まで上げる。既にLv3の場合、  {{ForgeTender}}に進化させる,,,
ReforgeCardName,Text,,Evolution Stone,进化之石,進化之石,,,,,,,進化の石,,,
RegenGrowthCardDescription,Text,,Chain: A unit gains +2/+0,连锁：使一个单位获得+2/+0,連鎖：使一個單位獲得+2/+0,,,,,,,連鎖：ユニット1体に+2/+0を獲得させる,,,
RegenGrowthCardName,Text,,Pact,契约,契約,,,,,,,契約,,,
Regeneration,Text,,Regeneration,再生,再生,,,,,,,再生,,,
RegenerationKeywordDescription,Text,,Restore HP for this unit at the beginning of your turn,在你的回合开始时，本单位回复生命值,在你的回合開始時，本單位回復生命值,,,,,,,あなたのターン開始時、このユニットのHPが回復する,,,
RegenerationKeywordName,Text,,Regeneration,再生,再生,,,,,,,再生,,,
Removed,Text,,Exhausted Cards,移除的卡,移除的卡,,,,,,,削除されたカード,,,
RemovedFromDeckPrompt,Text,,The following cards are removed from your deck,以下卡已从你的卡组中删除,以下卡已從你的卡組中刪除,,,,,,,以下のカードがデッキから削除されました,,,
ReplaceHeroPrompt,Text,,A hero is engaged in the game. Confirm to restart?,"你已经有一个正在游戏的英雄, 确定要重新开局吗？","你已經有一個正在遊戲的英雄, 確定要重新開局嗎？",,,,,,,プレイ中のヒーローが1体います。やり直しますか？,,,
RequiredCard,Text,,You don't have all the required cards,你缺少必需的卡,你缺少必需的卡,,,,,,,必要なカードがありません,,,
RockGhostCardDescription,Text,,Toughness 1,坚硬1,堅硬1,,,,,,,堅固1,,,
RockGhostCardName,Text,,Molasse Ghoul,砾岩鬼,礫岩鬼,,,,,,,ロックミキサー,,,
HardRemoveCardDescription,Text,,Toughness 1,坚硬1,堅硬1,,,,,,,堅固1,,,
HardRemoveCardName,Text,,Molasse Ghoul,砾岩鬼,礫岩鬼,,,,,,,ロックミキサー,,,
RockGhostEncounter4CardDescription,Text,,"Some mage apprentices unleashed all sorts of spells on that thing, the response is, well, strange groans instead of counterattack.",一些低阶的法师朝着它释放各种法术，但它不却反击，还发出嗯...奇怪的呻吟。,一些低階的法師朝著它釋放各種法術，但它不卻反擊，還發出嗯...奇怪的呻吟。,,,,,,,下級なメイジはやつに向かって様々な魔法を発動したが、やつは反撃せずに...不思議なうめき声を上げた。,,,
RockGhostEncounter4CardName,Text,,Molasse Ghoul,砾岩鬼,礫岩鬼,,,,,,,ロックミキサー,,,
RockfallCardDescription,Text,,Temporarily removes your Toughness this turn to Rooted all enemies.,本回合暂时移除自身的坚硬，使所有敌人定身,本回合暫時移除自身的堅硬，使所有敵人定身,,,,,,,このターン、しばらく自身の堅固を削除し、全ての敵を拘束する,,,
RockfallCardName,Text,,Rockfall,岩崩,岩崩,,,,,,,岩崩し,,,
Rockfall2CardDescription,Text,,Rooted all enemies,使所有敌人定身,使所有敵人定身,,,,,,,全ての敵を拘束する,,,
Rockfall2CardName,Text,,Rockfall,岩崩,岩崩,,,,,,,岩崩し,,,
Rogue Black ControlCardName,Text,,Black Raze Deck,黑色毁灭卡组,黑色毀滅卡組,,,,,,,黒破滅デッキ,,,
Rogue Black PredatorsCardName,Text,,Black Controlling Deck,黑色控制卡组,黑色控制卡組,,,,,,,黒制御デッキ,,,
Rogue Black RazeCardName,Text,,Black Predator Deck,黑色掠食者卡组,黑色掠食者卡組,,,,,,,黒捕食者デッキ,,,
Rogue Class,Text,,,,,,,,,,,,,,
Rogue Green EvolveCardName,Text,,Green Hunter Deck,绿色猎人卡组,綠色獵人卡組,,,,,,,緑ハンターデッキ,,,
Rogue Green GrowCardName,Text,,Green Grow Deck,绿色成长卡组,綠色成長卡組,,,,,,,緑成長デッキ,,,
Rogue Green ShapechangeCardName,Text,,Green Blade Deck,绿色刀刃卡组,綠色刀刃卡組,,,,,,,緑刃デッキ,,,
Rogue Red GangCardName,Text,,Red Trickery Deck,红色欺骗卡组,紅色欺騙卡組,,,,,,,赤騙しデッキ,,,
Rogue Red StrikersCardName,Text,,Red Accomplice Deck,红色同谋卡组,紅色同謀卡組,,,,,,,赤共犯者デッキ,,,
Rogue Red TrickeryCardName,Text,,Red Strike Deck,红色打击卡组,紅色打擊卡組,,,,,,,赤打撃デッキ,,,
Rogue01CardDescription,Text,,Thrust 1,突进1,突進1,,,,,,,突進1,,,
Rogue01CardName,Text,,Infiltrator,潜行者,潛行者,,,,,,,潜行者,,,
Rogue01Tooltip,Text,,"Assassin is a <color=red>challenging class</color> with balanced spell cards and followers. Compared with other classes, assassin exhibits <color= red>moderate HP and surviving ability</color>.",刺客是一个<color=red>中等难度的职业</color>，具有较平衡的法术牌和随从。 与其他职业相比，他具有<color= red>适中的生命值和生存能力</ color>。,刺客是一個<color=red>中等難度的職業</color>，具有較平衡的法術牌和隨從。 與其他職業相比，他具有<color= red>適中的生命值和生存能力</ color>。,,,,,,,アサシンは<color=red>中等難易度の職業で</color>、バランスのとれた魔法カードと従者を持つ。他の職業と比べて<color= red>中等のHPと生存能力</ color>を持つ。,,,
Rogue02CardDescription,Text,,Combo 1,连击1,連擊1,,,,,,,連撃1,,,
Rogue02CardName,Text,,Push Dagger,手刺,手刺,,,,,,,プッシュダガー,,,
Rogue03CardDescription,Text,,Combo 2,连击2,連擊2,,,,,,,連撃2,,,
Rogue03CardName,Text,,Malicious Push Dagger,恶毒手刺,惡毒手刺,,,,,,,悪辣なプッシュダガー,,,
Rogue04CardDescription,Text,,Combo 3,连击3,連擊3,,,,,,,連撃3,,,
Rogue04CardName,Text,,Barbarous Push Dagger,野蛮手刺,野蠻手刺,,,,,,,野蛮なプッシュダガー,,,
Rogue05CardDescription,Text,,Combo 1. Range 2,连击1，射程2,連擊1，射程2,,,,,,,連撃1、射程2,,,
Rogue05CardName,Text,,Throwblade,飞刀,飛刀,,,,,,,投げナイフ,,,
Rogue06CardDescription,Text,,Combo 1. Range 3,连击1，射程3,連擊1，射程3,,,,,,,連撃1、射程3,,,
Rogue06CardName,Text,,Malicious Throwblade,恶毒飞刀,惡毒飛刀,,,,,,,悪辣な投げナイフ,,,
Rogue07CardDescription,Text,,Combo 2 Range 3,连击2，射程3,連擊2，射程3,,,,,,,連撃2、射程3,,,
Rogue07CardName,Text,,Barbarous Throwblade,野蛮飞刀,野蠻飛刀,,,,,,,野蛮な投げナイフ,,,
Rogue08CardDescription,Text,,Accomplice. Thrust 1,同谋，突进1,同謀，突進1,,,,,,,共犯者、突進1,,,
Rogue08CardName,Text,,Dark Mobster,阴暗暴徒,陰暗暴徒,,,,,,,暗い暴徒,,,
Rogue09CardDescription,Text,,Accomplice. Thrust 2. Combo 1,同谋，突进2，连击1,同謀，突進2，連擊1,,,,,,,共犯者、突進2、連撃1,,,
Rogue09CardName,Text,,Mischief Mobster,诡计暴徒,詭計暴徒,,,,,,,陰謀暴徒,,,
Rogue10CardDescription,Text,,Accomplice. Thrust 2. Combo 2,同谋，突进2，连击2,同謀，突進2，連擊2,,,,,,,共犯者、突進2、連撃2,,,
Rogue10CardName,Text,,Notorious Mobster,恶名暴徒,惡名暴徒,,,,,,,悪名高い暴徒,,,
Rogue11CardDescription,Text,,Accomplice. Thrust 1. Range 2,同谋，突进1，射程2,同謀，突進1，射程2,,,,,,,共犯者、突進1、射程2,,,
Rogue11CardName,Text,,Dark Archer,阴暗弓手,陰暗弓手,,,,,,,暗い射手,,,
Rogue12CardDescription,Text,,Accomplice. Thrust 1. Range 3,同谋，突进1，射程3,同謀，突進1，射程3,,,,,,,共犯者、突進1、射程3,,,
Rogue12CardName,Text,,Mischief Archer,诡计弓手,詭計弓手,,,,,,,陰謀の射手,,,
Rogue13CardDescription,Text,,Accomplice. Thrust 1. Range 4,同谋，突进1，射程4,同謀，突進1，射程4,,,,,,,共犯者、突進1、射程4,,,
Rogue13CardName,Text,,Notorious Archer,恶名弓手,惡名弓手,,,,,,,悪名高い射手,,,
Rogue14CardDescription,Text,,"Deal 2 DMG on an adjacent unit

Crit: Deal an extra 2 DMG on targets","对一个相邻单位造成2点伤害

暴击：对目标额外造成2点伤害","對一個相鄰單位造成2點傷害

暴擊：對目標額外造成2點傷害",,,,,,,"隣接するユニット1体に2ダメージを与える

会心：ターゲットに追加で2ダメージを与える",,,
Rogue14CardName,Text,,Backstab,背刺,背刺,,,,,,,バックスタブ,,,
Rogue15CardDescription,Text,,"Deal 2 DMG on an adjacent unit

Crit: Deal an extra 3 DMG on targets","对一个相邻单位造成2点伤害

暴击：对目标额外造成3点伤害","對一個相鄰單位造成2點傷害

暴擊：對目標額外造成3點傷害",,,,,,,"隣接するユニット1体に2ダメージを与える

会心：ターゲットに追加で3ダメージを与える",,,
Rogue15CardName,Text,,Malicious Backstab,恶毒背刺,惡毒背刺,,,,,,,悪辣なバックスタブ,,,
Rogue16CardDescription,Text,,"Deal 2 DMG on an adjacent unit

Crit: Deal an extra 4 DMG on targets","对一个相邻单位造成2点伤害

暴击：对目标额外造成4点伤害","對一個相鄰單位造成2點傷害

暴擊：對目標額外造成4點傷害",,,,,,,"隣接するユニット1体に2ダメージを与える

会心：ターゲットに追加で4ダメージを与える",,,
Rogue16CardName,Text,,Barbarous Backstab,野蛮背刺,野蠻背刺,,,,,,,野蛮なバックスタブ,,,
